0,1,2,3,4,5,6,etiqueta
2,22.0,1.0,1.0,2.0,1.0,1.0,clase2
2,22.0,1.0,1.0,2.0,1.0,1.0,clase2
1,22.0,1.0,1.0,2.0,1.0,1.0,clase1
1,22.0,1.0,1.0,2.0,1.0,1.0,clase1
1,22.0,1.0,1.0,2.0,1.0,1.0,clase1
1,22.0,1.0,1.0,2.0,1.0,1.0,clase1
4,22.0,1.0,1.0,2.0,2.0,1.0,clase4
4,22.0,1.0,1.0,2.0,2.0,1.0,clase4
4,22.0,2.0,1.0,2.0,2.0,1.0,clase4
2,22.0,1.0,1.0,1.0,1.0,1.0,clase2
2,22.0,1.0,1.0,1.0,1.0,1.0,clase2
2,22.0,1.0,1.0,1.0,1.0,1.0,clase2
2,22.0,1.0,1.0,1.0,1.0,1.0,clase2
2,22.0,1.0,1.0,1.0,1.0,1.0,clase2
2,22.0,1.0,1.0,1.0,1.0,1.0,clase2
1,22.0,1.0,1.0,1.0,1.0,1.0,clase1
1,22.0,1.0,1.0,1.0,1.0,1.0,clase1
1,22.0,1.0,1.0,1.0,1.0,1.0,clase1
1,22.0,1.0,1.0,1.0,1.0,1.0,clase1
1,22.0,1.0,1.0,1.0,1.0,1.0,clase1
1,22.0,1.0,1.0,1.0,1.0,1.0,clase1
1,22.0,1.0,1.0,1.0,1.0,1.0,clase1
1,22.0,1.0,1.0,1.0,1.0,1.0,clase1
4,22.0,2.0,1.0,1.0,2.0,1.0,clase4
4,22.0,1.0,1.0,1.0,2.0,1.0,clase4
4,22.0,1.0,1.0,1.0,2.0,1.0,clase4
2,22.0,1.0,2.0,1.0,1.0,1.0,clase2
2,22.0,1.0,2.0,1.0,1.0,1.0,clase2
2,22.0,1.0,2.0,1.0,1.0,1.0,clase2
2,22.0,1.0,2.0,1.0,1.0,1.0,clase2
2,22.0,1.0,2.0,1.0,1.0,1.0,clase2
2,22.0,1.0,2.0,1.0,1.0,1.0,clase2
2,22.0,1.0,2.0,1.0,1.0,1.0,clase2
1,22.0,1.0,2.0,1.0,1.0,1.0,clase1
1,22.0,1.0,2.0,1.0,1.0,1.0,clase1
1,22.0,1.0,2.0,1.0,1.0,1.0,clase1
1,22.0,1.0,2.0,1.0,1.0,1.0,clase1
1,22.0,1.0,2.0,1.0,1.0,1.0,clase1
1,22.0,1.0,2.0,1.0,1.0,1.0,clase1
1,22.0,1.0,2.0,1.0,1.0,1.0,clase1
4,22.0,2.0,2.0,1.0,2.0,1.0,clase4
4,22.0,1.0,2.0,1.0,2.0,1.0,clase4
4,22.0,1.0,2.0,1.0,2.0,1.0,clase4
4,22.0,2.0,2.0,1.0,2.0,1.0,clase4
2,23.0,1.0,2.0,1.0,1.0,1.0,clase2
2,23.0,1.0,2.0,1.0,1.0,1.0,clase2
2,23.0,1.0,2.0,1.0,1.0,1.0,clase2
2,23.0,1.0,2.0,1.0,1.0,1.0,clase2
2,23.0,1.0,2.0,1.0,1.0,1.0,clase2
1,23.0,1.0,2.0,1.0,1.0,1.0,clase1
1,23.0,1.0,2.0,1.0,1.0,1.0,clase1
1,23.0,1.0,2.0,1.0,1.0,1.0,clase1
1,23.0,1.0,2.0,1.0,1.0,1.0,clase1
1,23.0,1.0,2.0,1.0,1.0,1.0,clase1
1,23.0,1.0,2.0,1.0,1.0,1.0,clase1
1,23.0,1.0,2.0,1.0,1.0,1.0,clase1
1,23.0,1.0,2.0,1.0,1.0,1.0,clase1
1,23.0,1.0,2.0,1.0,1.0,1.0,clase1
3,23.0,1.0,2.0,1.0,1.0,1.0,clase3
3,23.0,1.0,2.0,1.0,1.0,1.0,clase3
4,23.0,1.0,2.0,1.0,2.0,1.0,clase4
4,23.0,1.0,2.0,1.0,2.0,1.0,clase4
4,23.0,2.0,2.0,1.0,2.0,1.0,clase4
2,23.0,1.0,2.0,2.0,1.0,1.0,clase2
2,23.0,1.0,2.0,2.0,1.0,1.0,clase2
2,23.0,1.0,2.0,2.0,1.0,1.0,clase2
2,23.0,1.0,2.0,2.0,1.0,1.0,clase2
2,23.0,1.0,2.0,2.0,1.0,1.0,clase2
2,23.0,1.0,2.0,2.0,1.0,1.0,clase2
2,23.0,1.0,2.0,2.0,1.0,1.0,clase2
1,23.0,1.0,2.0,2.0,1.0,1.0,clase1
1,23.0,1.0,2.0,2.0,1.0,1.0,clase1
1,23.0,1.0,2.0,2.0,1.0,1.0,clase1
1,23.0,1.0,2.0,2.0,1.0,1.0,clase1
1,23.0,1.0,2.0,2.0,1.0,1.0,clase1
1,23.0,1.0,2.0,2.0,1.0,1.0,clase1
1,23.0,1.0,2.0,2.0,1.0,1.0,clase1
1,23.0,1.0,2.0,2.0,1.0,1.0,clase1
1,23.0,1.0,2.0,2.0,1.0,1.0,clase1
3,23.0,1.0,2.0,2.0,1.0,1.0,clase3
3,23.0,1.0,2.0,2.0,1.0,1.0,clase3
3,23.0,1.0,2.0,2.0,1.0,1.0,clase3
3,23.0,1.0,2.0,2.0,1.0,1.0,clase3
4,23.0,2.0,2.0,2.0,2.0,1.0,clase4
4,23.0,1.0,2.0,2.0,2.0,1.0,clase4
4,23.0,1.0,2.0,2.0,2.0,1.0,clase4
4,23.0,1.0,2.0,2.0,2.0,1.0,clase4
2,23.0,1.0,2.0,1.0,1.0,1.0,clase2
2,23.0,1.0,2.0,1.0,1.0,1.0,clase2
2,23.0,1.0,2.0,1.0,1.0,1.0,clase2
2,23.0,1.0,2.0,1.0,1.0,1.0,clase2
2,23.0,1.0,2.0,1.0,1.0,1.0,clase2
2,23.0,1.0,2.0,1.0,1.0,1.0,clase2
2,23.0,1.0,2.0,1.0,1.0,1.0,clase2
2,23.0,1.0,2.0,1.0,1.0,1.0,clase2
1,23.0,1.0,2.0,1.0,1.0,1.0,clase1
1,23.0,1.0,2.0,1.0,1.0,1.0,clase1
1,23.0,1.0,2.0,1.0,1.0,1.0,clase1
1,23.0,1.0,2.0,1.0,1.0,1.0,clase1
1,23.0,1.0,2.0,1.0,1.0,1.0,clase1
1,23.0,1.0,2.0,1.0,1.0,1.0,clase1
1,23.0,1.0,2.0,1.0,1.0,1.0,clase1
1,23.0,1.0,2.0,1.0,1.0,1.0,clase1
3,23.0,1.0,2.0,1.0,1.0,1.0,clase3
3,23.0,1.0,2.0,1.0,1.0,1.0,clase3
4,23.0,2.0,2.0,1.0,2.0,1.0,clase4
4,23.0,1.0,2.0,1.0,2.0,1.0,clase4
4,23.0,1.0,2.0,1.0,2.0,1.0,clase4
4,23.0,1.0,2.0,1.0,2.0,1.0,clase4
4,23.0,2.0,2.0,1.0,2.0,1.0,clase4
2,23.0,1.0,1.0,1.0,1.0,1.0,clase2
2,23.0,1.0,1.0,1.0,1.0,1.0,clase2
2,23.0,1.0,1.0,1.0,1.0,1.0,clase2
2,23.0,1.0,1.0,1.0,1.0,1.0,clase2
2,23.0,1.0,1.0,1.0,1.0,1.0,clase2
1,23.0,1.0,1.0,1.0,1.0,1.0,clase1
1,23.0,1.0,1.0,1.0,1.0,1.0,clase1
1,23.0,1.0,1.0,1.0,1.0,1.0,clase1
1,23.0,1.0,1.0,1.0,1.0,1.0,clase1
1,23.0,1.0,1.0,1.0,1.0,1.0,clase1
1,23.0,1.0,1.0,1.0,1.0,1.0,clase1
4,23.0,2.0,1.0,1.0,2.0,1.0,clase4
4,23.0,1.0,1.0,1.0,2.0,1.0,clase4
4,23.0,1.0,1.0,1.0,2.0,1.0,clase4
4,23.0,1.0,1.0,1.0,2.0,1.0,clase4
4,23.0,2.0,1.0,1.0,2.0,1.0,clase4
2,23.0,1.0,1.0,2.0,1.0,1.0,clase2
2,23.0,1.0,1.0,2.0,1.0,1.0,clase2
2,23.0,1.0,1.0,2.0,1.0,1.0,clase2
2,23.0,1.0,1.0,2.0,1.0,1.0,clase2
2,23.0,1.0,1.0,2.0,1.0,1.0,clase2
1,23.0,1.0,1.0,2.0,1.0,1.0,clase1
1,23.0,1.0,1.0,2.0,1.0,1.0,clase1
1,23.0,1.0,1.0,2.0,1.0,1.0,clase1
1,23.0,1.0,1.0,2.0,1.0,1.0,clase1
1,23.0,1.0,1.0,2.0,1.0,1.0,clase1
1,23.0,1.0,1.0,2.0,1.0,1.0,clase1
1,23.0,1.0,1.0,2.0,1.0,1.0,clase1
1,23.0,1.0,1.0,2.0,1.0,1.0,clase1
1,23.0,1.0,1.0,2.0,1.0,1.0,clase1
4,23.0,2.0,1.0,2.0,2.0,1.0,clase4
4,23.0,1.0,1.0,2.0,2.0,1.0,clase4
4,23.0,1.0,1.0,2.0,2.0,1.0,clase4
2,23.0,1.0,1.0,1.0,1.0,1.0,clase2
2,23.0,1.0,1.0,1.0,1.0,1.0,clase2
2,23.0,1.0,1.0,1.0,1.0,1.0,clase2
2,23.0,1.0,1.0,1.0,1.0,1.0,clase2
2,23.0,1.0,1.0,1.0,1.0,1.0,clase2
2,23.0,1.0,1.0,1.0,1.0,1.0,clase2
2,23.0,1.0,1.0,1.0,1.0,1.0,clase2
2,23.0,1.0,1.0,1.0,1.0,1.0,clase2
1,23.0,1.0,1.0,1.0,1.0,1.0,clase1
1,23.0,1.0,1.0,1.0,1.0,1.0,clase1
1,23.0,1.0,1.0,1.0,1.0,1.0,clase1
1,23.0,1.0,1.0,1.0,1.0,1.0,clase1
1,23.0,1.0,1.0,1.0,1.0,1.0,clase1
1,23.0,1.0,1.0,1.0,1.0,1.0,clase1
1,23.0,1.0,1.0,1.0,1.0,1.0,clase1
4,23.0,2.0,1.0,1.0,2.0,1.0,clase4
4,23.0,1.0,1.0,1.0,2.0,1.0,clase4
4,23.0,1.0,1.0,1.0,2.0,1.0,clase4
4,23.0,1.0,1.0,1.0,2.0,1.0,clase4
4,23.0,2.0,1.0,1.0,2.0,1.0,clase4
2,23.0,1.0,2.0,1.0,1.0,1.0,clase2
2,23.0,1.0,2.0,1.0,1.0,1.0,clase2
2,23.0,1.0,2.0,1.0,1.0,1.0,clase2
2,23.0,1.0,2.0,1.0,1.0,1.0,clase2
2,23.0,1.0,2.0,1.0,1.0,1.0,clase2
2,23.0,1.0,2.0,1.0,1.0,1.0,clase2
2,23.0,1.0,2.0,1.0,1.0,1.0,clase2
2,23.0,1.0,2.0,1.0,1.0,1.0,clase2
1,23.0,1.0,2.0,1.0,1.0,1.0,clase1
1,23.0,1.0,2.0,1.0,1.0,1.0,clase1
1,23.0,1.0,2.0,1.0,1.0,1.0,clase1
1,23.0,1.0,2.0,1.0,1.0,1.0,clase1
1,23.0,1.0,2.0,1.0,1.0,1.0,clase1
1,23.0,1.0,2.0,1.0,1.0,1.0,clase1
1,23.0,1.0,2.0,1.0,1.0,1.0,clase1
1,23.0,1.0,2.0,1.0,1.0,1.0,clase1
1,23.0,1.0,2.0,1.0,1.0,1.0,clase1
4,23.0,2.0,2.0,1.0,2.0,1.0,clase4
4,23.0,1.0,2.0,1.0,2.0,1.0,clase4
4,23.0,1.0,2.0,1.0,2.0,1.0,clase4
4,23.0,2.0,2.0,1.0,2.0,1.0,clase4
2,24.0,1.0,2.0,1.0,1.0,1.0,clase2
2,24.0,1.0,2.0,1.0,1.0,1.0,clase2
2,24.0,1.0,2.0,1.0,1.0,1.0,clase2
2,24.0,1.0,2.0,1.0,1.0,1.0,clase2
2,24.0,1.0,2.0,1.0,1.0,1.0,clase2
2,24.0,1.0,2.0,1.0,1.0,1.0,clase2
1,24.0,1.0,2.0,1.0,1.0,1.0,clase1
1,24.0,1.0,2.0,1.0,1.0,1.0,clase1
1,24.0,1.0,2.0,1.0,1.0,1.0,clase1
1,24.0,1.0,2.0,1.0,1.0,1.0,clase1
1,24.0,1.0,2.0,1.0,1.0,1.0,clase1
1,24.0,1.0,2.0,1.0,1.0,1.0,clase1
1,24.0,1.0,2.0,1.0,1.0,1.0,clase1
1,24.0,1.0,2.0,1.0,1.0,1.0,clase1
1,24.0,1.0,2.0,1.0,1.0,1.0,clase1
3,24.0,1.0,2.0,1.0,1.0,1.0,clase3
3,24.0,1.0,2.0,1.0,1.0,1.0,clase3
3,24.0,1.0,2.0,1.0,1.0,1.0,clase3
3,24.0,1.0,2.0,1.0,1.0,1.0,clase3
4,24.0,2.0,2.0,1.0,2.0,1.0,clase4
4,24.0,1.0,2.0,1.0,2.0,1.0,clase4
4,24.0,2.0,2.0,1.0,2.0,1.0,clase4
2,24.0,1.0,2.0,2.0,1.0,1.0,clase2
2,24.0,1.0,2.0,2.0,1.0,1.0,clase2
2,24.0,1.0,2.0,2.0,1.0,1.0,clase2
2,24.0,1.0,2.0,2.0,1.0,1.0,clase2
2,24.0,1.0,2.0,2.0,1.0,1.0,clase2
2,24.0,1.0,2.0,2.0,1.0,1.0,clase2
2,24.0,1.0,2.0,2.0,1.0,1.0,clase2
1,24.0,1.0,2.0,2.0,1.0,1.0,clase1
1,24.0,1.0,2.0,2.0,1.0,1.0,clase1
1,24.0,1.0,2.0,2.0,1.0,1.0,clase1
1,24.0,1.0,2.0,2.0,1.0,1.0,clase1
1,24.0,1.0,2.0,2.0,1.0,1.0,clase1
1,24.0,1.0,2.0,2.0,1.0,1.0,clase1
1,24.0,1.0,2.0,2.0,1.0,1.0,clase1
1,24.0,1.0,2.0,2.0,1.0,1.0,clase1
3,24.0,1.0,2.0,2.0,1.0,1.0,clase3
3,24.0,1.0,2.0,2.0,1.0,1.0,clase3
3,24.0,1.0,2.0,2.0,1.0,1.0,clase3
3,24.0,1.0,2.0,2.0,1.0,1.0,clase3
4,24.0,2.0,2.0,2.0,2.0,1.0,clase4
4,24.0,1.0,2.0,2.0,2.0,1.0,clase4
4,24.0,1.0,2.0,2.0,2.0,1.0,clase4
4,24.0,1.0,2.0,2.0,2.0,1.0,clase4
4,24.0,2.0,2.0,2.0,2.0,1.0,clase4
2,24.0,1.0,2.0,1.0,1.0,1.0,clase2
2,24.0,1.0,2.0,1.0,1.0,1.0,clase2
2,24.0,1.0,2.0,1.0,1.0,1.0,clase2
2,24.0,1.0,2.0,1.0,1.0,1.0,clase2
2,24.0,1.0,2.0,1.0,1.0,1.0,clase2
2,24.0,1.0,2.0,1.0,1.0,1.0,clase2
2,24.0,1.0,2.0,1.0,1.0,1.0,clase2
1,24.0,1.0,2.0,1.0,1.0,1.0,clase1
1,24.0,1.0,2.0,1.0,1.0,1.0,clase1
1,24.0,1.0,2.0,1.0,1.0,1.0,clase1
1,24.0,1.0,2.0,1.0,1.0,1.0,clase1
1,24.0,1.0,2.0,1.0,1.0,1.0,clase1
1,24.0,1.0,2.0,1.0,1.0,1.0,clase1
1,24.0,1.0,2.0,1.0,1.0,1.0,clase1
1,24.0,1.0,2.0,1.0,1.0,1.0,clase1
3,24.0,1.0,2.0,1.0,1.0,1.0,clase3
3,24.0,1.0,2.0,1.0,1.0,1.0,clase3
3,24.0,1.0,2.0,1.0,1.0,1.0,clase3
3,24.0,1.0,2.0,1.0,1.0,1.0,clase3
4,24.0,1.0,2.0,1.0,2.0,1.0,clase4
4,24.0,2.0,2.0,1.0,2.0,1.0,clase4
2,24.0,1.0,1.0,1.0,1.0,1.0,clase2
2,24.0,1.0,1.0,1.0,1.0,1.0,clase2
2,24.0,1.0,1.0,1.0,1.0,1.0,clase2
2,24.0,1.0,1.0,1.0,1.0,1.0,clase2
2,24.0,1.0,1.0,1.0,1.0,1.0,clase2
2,24.0,1.0,1.0,1.0,1.0,1.0,clase2
1,24.0,1.0,1.0,1.0,1.0,1.0,clase1
1,24.0,1.0,1.0,1.0,1.0,1.0,clase1
1,24.0,1.0,1.0,1.0,1.0,1.0,clase1
1,24.0,1.0,1.0,1.0,1.0,1.0,clase1
1,24.0,1.0,1.0,1.0,1.0,1.0,clase1
1,24.0,1.0,1.0,1.0,1.0,1.0,clase1
4,24.0,2.0,1.0,1.0,2.0,1.0,clase4
4,24.0,1.0,1.0,1.0,2.0,1.0,clase4
4,24.0,1.0,1.0,1.0,2.0,1.0,clase4
4,24.0,2.0,1.0,1.0,2.0,1.0,clase4
2,24.0,1.0,1.0,2.0,1.0,1.0,clase2
2,24.0,1.0,1.0,2.0,1.0,1.0,clase2
2,24.0,1.0,1.0,2.0,1.0,1.0,clase2
2,24.0,1.0,1.0,2.0,1.0,1.0,clase2
2,24.0,1.0,1.0,2.0,1.0,1.0,clase2
2,24.0,1.0,1.0,2.0,1.0,1.0,clase2
2,24.0,1.0,1.0,2.0,1.0,1.0,clase2
2,24.0,1.0,1.0,2.0,1.0,1.0,clase2
1,24.0,1.0,1.0,2.0,1.0,1.0,clase1
1,24.0,1.0,1.0,2.0,1.0,1.0,clase1
1,24.0,1.0,1.0,2.0,1.0,1.0,clase1
1,24.0,1.0,1.0,2.0,1.0,1.0,clase1
1,24.0,1.0,1.0,2.0,1.0,1.0,clase1
1,24.0,1.0,1.0,2.0,1.0,1.0,clase1
1,24.0,1.0,1.0,2.0,1.0,1.0,clase1
4,24.0,2.0,1.0,2.0,2.0,1.0,clase4
4,24.0,1.0,1.0,2.0,2.0,1.0,clase4
4,24.0,1.0,1.0,2.0,2.0,1.0,clase4
2,24.0,1.0,1.0,1.0,1.0,1.0,clase2
2,24.0,1.0,1.0,1.0,1.0,1.0,clase2
2,24.0,1.0,1.0,1.0,1.0,1.0,clase2
2,24.0,1.0,1.0,1.0,1.0,1.0,clase2
2,24.0,1.0,1.0,1.0,1.0,1.0,clase2
2,24.0,1.0,1.0,1.0,1.0,1.0,clase2
2,24.0,1.0,1.0,1.0,1.0,1.0,clase2
2,24.0,1.0,1.0,1.0,1.0,1.0,clase2
1,24.0,1.0,1.0,1.0,1.0,1.0,clase1
1,24.0,1.0,1.0,1.0,1.0,1.0,clase1
1,24.0,1.0,1.0,1.0,1.0,1.0,clase1
1,24.0,1.0,1.0,1.0,1.0,1.0,clase1
1,24.0,1.0,1.0,1.0,1.0,1.0,clase1
1,24.0,1.0,1.0,1.0,1.0,1.0,clase1
1,24.0,1.0,1.0,1.0,1.0,1.0,clase1
4,24.0,2.0,1.0,1.0,2.0,1.0,clase4
4,24.0,1.0,1.0,1.0,2.0,1.0,clase4
4,24.0,1.0,1.0,1.0,2.0,1.0,clase4
4,24.0,1.0,1.0,1.0,2.0,1.0,clase4
4,24.0,2.0,1.0,1.0,2.0,1.0,clase4
2,24.0,1.0,2.0,1.0,1.0,1.0,clase2
2,24.0,1.0,2.0,1.0,1.0,1.0,clase2
2,24.0,1.0,2.0,1.0,1.0,1.0,clase2
2,24.0,1.0,2.0,1.0,1.0,1.0,clase2
2,24.0,1.0,2.0,1.0,1.0,1.0,clase2
2,24.0,1.0,2.0,1.0,1.0,1.0,clase2
2,24.0,1.0,2.0,1.0,1.0,1.0,clase2
1,24.0,1.0,2.0,1.0,1.0,1.0,clase1
1,24.0,1.0,2.0,1.0,1.0,1.0,clase1
1,24.0,1.0,2.0,1.0,1.0,1.0,clase1
1,24.0,1.0,2.0,1.0,1.0,1.0,clase1
1,24.0,1.0,2.0,1.0,1.0,1.0,clase1
1,24.0,1.0,2.0,1.0,1.0,1.0,clase1
4,24.0,2.0,2.0,1.0,2.0,1.0,clase4
4,24.0,1.0,2.0,1.0,2.0,1.0,clase4
4,24.0,1.0,2.0,1.0,2.0,1.0,clase4
4,24.0,2.0,2.0,1.0,2.0,1.0,clase4
2,25.0,1.0,2.0,1.0,1.0,1.0,clase2
2,25.0,1.0,2.0,1.0,1.0,1.0,clase2
2,25.0,1.0,2.0,1.0,1.0,1.0,clase2
2,25.0,1.0,2.0,1.0,1.0,1.0,clase2
2,25.0,1.0,2.0,1.0,1.0,1.0,clase2
2,25.0,1.0,2.0,1.0,1.0,1.0,clase2
2,25.0,1.0,2.0,1.0,1.0,1.0,clase2
1,25.0,1.0,2.0,1.0,1.0,1.0,clase1
1,25.0,1.0,2.0,1.0,1.0,1.0,clase1
1,25.0,1.0,2.0,1.0,1.0,1.0,clase1
1,25.0,1.0,2.0,1.0,1.0,1.0,clase1
1,25.0,1.0,2.0,1.0,1.0,1.0,clase1
1,25.0,1.0,2.0,1.0,1.0,1.0,clase1
3,25.0,1.0,2.0,1.0,1.0,1.0,clase3
3,25.0,1.0,2.0,1.0,1.0,1.0,clase3
4,25.0,1.0,2.0,1.0,2.0,1.0,clase4
4,25.0,1.0,2.0,1.0,2.0,1.0,clase4
4,25.0,2.0,2.0,1.0,2.0,1.0,clase4
2,25.0,1.0,2.0,2.0,1.0,1.0,clase2
2,25.0,1.0,2.0,2.0,1.0,1.0,clase2
2,25.0,1.0,2.0,2.0,1.0,1.0,clase2
2,25.0,1.0,2.0,2.0,1.0,1.0,clase2
2,25.0,1.0,2.0,2.0,1.0,1.0,clase2
2,25.0,1.0,2.0,2.0,1.0,1.0,clase2
2,25.0,1.0,2.0,2.0,1.0,1.0,clase2
2,25.0,1.0,2.0,2.0,1.0,1.0,clase2
1,25.0,1.0,2.0,2.0,1.0,1.0,clase1
1,25.0,1.0,2.0,2.0,1.0,1.0,clase1
1,25.0,1.0,2.0,2.0,1.0,1.0,clase1
1,25.0,1.0,2.0,2.0,1.0,1.0,clase1
1,25.0,1.0,2.0,2.0,1.0,1.0,clase1
1,25.0,1.0,2.0,2.0,1.0,1.0,clase1
1,25.0,1.0,2.0,2.0,1.0,1.0,clase1
1,25.0,1.0,2.0,2.0,1.0,1.0,clase1
1,25.0,1.0,2.0,2.0,1.0,1.0,clase1
3,25.0,1.0,2.0,2.0,1.0,1.0,clase3
3,25.0,1.0,2.0,2.0,1.0,1.0,clase3
3,25.0,1.0,2.0,2.0,1.0,1.0,clase3
3,25.0,1.0,2.0,2.0,1.0,1.0,clase3
4,25.0,2.0,2.0,2.0,2.0,1.0,clase4
4,25.0,1.0,2.0,2.0,2.0,1.0,clase4
4,25.0,1.0,2.0,2.0,2.0,1.0,clase4
4,25.0,2.0,2.0,2.0,2.0,1.0,clase4
2,25.0,1.0,2.0,1.0,1.0,1.0,clase2
2,25.0,1.0,2.0,1.0,1.0,1.0,clase2
2,25.0,1.0,2.0,1.0,1.0,1.0,clase2
2,25.0,1.0,2.0,1.0,1.0,1.0,clase2
2,25.0,1.0,2.0,1.0,1.0,1.0,clase2
2,25.0,1.0,2.0,1.0,1.0,1.0,clase2
1,25.0,1.0,2.0,1.0,1.0,1.0,clase1
1,25.0,1.0,2.0,1.0,1.0,1.0,clase1
1,25.0,1.0,2.0,1.0,1.0,1.0,clase1
1,25.0,1.0,2.0,1.0,1.0,1.0,clase1
1,25.0,1.0,2.0,1.0,1.0,1.0,clase1
1,25.0,1.0,2.0,1.0,1.0,1.0,clase1
1,25.0,1.0,2.0,1.0,1.0,1.0,clase1
1,25.0,1.0,2.0,1.0,1.0,1.0,clase1
3,25.0,1.0,2.0,1.0,1.0,1.0,clase3
3,25.0,1.0,2.0,1.0,1.0,1.0,clase3
4,25.0,2.0,2.0,1.0,2.0,1.0,clase4
4,25.0,1.0,2.0,1.0,2.0,1.0,clase4
4,25.0,1.0,2.0,1.0,2.0,1.0,clase4
4,25.0,2.0,2.0,1.0,2.0,1.0,clase4
2,25.0,1.0,1.0,1.0,1.0,1.0,clase2
2,25.0,1.0,1.0,1.0,1.0,1.0,clase2
2,25.0,1.0,1.0,1.0,1.0,1.0,clase2
2,25.0,1.0,1.0,1.0,1.0,1.0,clase2
2,25.0,1.0,1.0,1.0,1.0,1.0,clase2
2,25.0,1.0,1.0,1.0,1.0,1.0,clase2
2,25.0,1.0,1.0,1.0,1.0,1.0,clase2
1,25.0,1.0,1.0,1.0,1.0,1.0,clase1
1,25.0,1.0,1.0,1.0,1.0,1.0,clase1
1,25.0,1.0,1.0,1.0,1.0,1.0,clase1
1,25.0,1.0,1.0,1.0,1.0,1.0,clase1
1,25.0,1.0,1.0,1.0,1.0,1.0,clase1
1,25.0,1.0,1.0,1.0,1.0,1.0,clase1
4,25.0,2.0,1.0,1.0,2.0,1.0,clase4
4,25.0,1.0,1.0,1.0,2.0,1.0,clase4
4,25.0,1.0,1.0,1.0,2.0,1.0,clase4
4,25.0,1.0,1.0,1.0,2.0,1.0,clase4
2,25.0,1.0,1.0,2.0,1.0,1.0,clase2
2,25.0,1.0,1.0,2.0,1.0,1.0,clase2
2,25.0,1.0,1.0,2.0,1.0,1.0,clase2
2,25.0,1.0,1.0,2.0,1.0,1.0,clase2
2,25.0,1.0,1.0,2.0,1.0,1.0,clase2
2,25.0,1.0,1.0,2.0,1.0,1.0,clase2
2,25.0,1.0,1.0,2.0,1.0,1.0,clase2
2,25.0,1.0,1.0,2.0,1.0,1.0,clase2
1,25.0,1.0,1.0,2.0,1.0,1.0,clase1
1,25.0,1.0,1.0,2.0,1.0,1.0,clase1
1,25.0,1.0,1.0,2.0,1.0,1.0,clase1
1,25.0,1.0,1.0,2.0,1.0,1.0,clase1
1,25.0,1.0,1.0,2.0,1.0,1.0,clase1
1,25.0,1.0,1.0,2.0,1.0,1.0,clase1
1,25.0,1.0,1.0,2.0,1.0,1.0,clase1
4,25.0,2.0,1.0,2.0,2.0,1.0,clase4
4,25.0,1.0,1.0,2.0,2.0,1.0,clase4
4,25.0,1.0,1.0,2.0,2.0,1.0,clase4
4,25.0,2.0,1.0,2.0,2.0,1.0,clase4
2,25.0,1.0,1.0,1.0,1.0,1.0,clase2
2,25.0,1.0,1.0,1.0,1.0,1.0,clase2
2,25.0,1.0,1.0,1.0,1.0,1.0,clase2
2,25.0,1.0,1.0,1.0,1.0,1.0,clase2
2,25.0,1.0,1.0,1.0,1.0,1.0,clase2
2,25.0,1.0,1.0,1.0,1.0,1.0,clase2
1,25.0,1.0,1.0,1.0,1.0,1.0,clase1
1,25.0,1.0,1.0,1.0,1.0,1.0,clase1
1,25.0,1.0,1.0,1.0,1.0,1.0,clase1
1,25.0,1.0,1.0,1.0,1.0,1.0,clase1
1,25.0,1.0,1.0,1.0,1.0,1.0,clase1
1,25.0,1.0,1.0,1.0,1.0,1.0,clase1
1,25.0,1.0,1.0,1.0,1.0,1.0,clase1
1,25.0,1.0,1.0,1.0,1.0,1.0,clase1
1,25.0,1.0,1.0,1.0,1.0,1.0,clase1
4,25.0,2.0,1.0,1.0,2.0,1.0,clase4
4,25.0,1.0,1.0,1.0,2.0,1.0,clase4
4,25.0,2.0,1.0,1.0,2.0,1.0,clase4
2,25.0,1.0,2.0,1.0,1.0,1.0,clase2
2,25.0,1.0,2.0,1.0,1.0,1.0,clase2
2,25.0,1.0,2.0,1.0,1.0,1.0,clase2
2,25.0,1.0,2.0,1.0,1.0,1.0,clase2
2,25.0,1.0,2.0,1.0,1.0,1.0,clase2
2,25.0,1.0,2.0,1.0,1.0,1.0,clase2
1,25.0,1.0,2.0,1.0,1.0,1.0,clase1
1,25.0,1.0,2.0,1.0,1.0,1.0,clase1
1,25.0,1.0,2.0,1.0,1.0,1.0,clase1
1,25.0,1.0,2.0,1.0,1.0,1.0,clase1
1,25.0,1.0,2.0,1.0,1.0,1.0,clase1
1,25.0,1.0,2.0,1.0,1.0,1.0,clase1
1,25.0,1.0,2.0,1.0,1.0,1.0,clase1
1,25.0,1.0,2.0,1.0,1.0,1.0,clase1
4,25.0,1.0,2.0,1.0,2.0,1.0,clase4
4,25.0,1.0,2.0,1.0,2.0,1.0,clase4
4,25.0,1.0,2.0,1.0,2.0,1.0,clase4
4,25.0,2.0,2.0,1.0,2.0,1.0,clase4
2,26.0,1.0,2.0,1.0,1.0,1.0,clase2
2,26.0,1.0,2.0,1.0,1.0,1.0,clase2
2,26.0,1.0,2.0,1.0,1.0,1.0,clase2
2,26.0,1.0,2.0,1.0,1.0,1.0,clase2
2,26.0,1.0,2.0,1.0,1.0,1.0,clase2
2,26.0,1.0,2.0,1.0,1.0,1.0,clase2
2,26.0,1.0,2.0,1.0,1.0,1.0,clase2
2,26.0,1.0,2.0,1.0,1.0,1.0,clase2
1,26.0,1.0,2.0,1.0,1.0,1.0,clase1
