caso_id,circunscripcion_id,circunscripcion_descripcion,unidad_id,unidad_descripcion,caso_fecha_inicio,caso_fecha_hecho,caso_hora_hecho,caso_cantidad_autores_identificados,caso_cantidad_autores_no_identificados,caso_cantidad_menores_involucrados_identificados,delito_codigo,delito_descripcion,delito_tentativa,delito_estadistico,fecha_envio
C-20880,C-11,Posadas,C-186,Fiscalía Federal en lo Criminal y Correccional Nro. 1 de Posadas,2018-01-03,2017-05-28,21:30:00.0000000,2,,0,C-1277,Encubrimiento de contrabando por adquisición o recepción de mercadería,SI,Contrabando,2019-09-10
C-20881,C-11,Posadas,C-187,Fiscalía Federal de Oberá,2018-01-03,2017-12-21,10:50:00.0000000,0,,0,C-1277,Encubrimiento de contrabando por adquisición o recepción de mercadería,NO,Contrabando,2019-09-10
C-20881,C-11,Posadas,C-187,Fiscalía Federal de Oberá,2018-01-03,2017-12-21,10:50:00.0000000,0,,0,C-307,Resistencia o desobediencia a funcionario público o quien preste asistencia,NO,Resistencia o desobediencia a un funcionario público,2019-09-10
C-20882,C-16,Tucumán,C-144,Fiscalía Federal de Catamarca,2018-01-03,2017-12-24,11:20:00.0000000,1,,0,C-1467,Tenencia simple de estupefacientes,NO,Estupefacientes,2019-09-10
C-20883,C-12,Rosario,C-206,Fiscalía Federal Nro. 1 de Santa Fe,2018-01-03,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20884,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-03,2017-10-30,00:00:00.0000000,-1,,0,C-1471,"Envenenamiento, adulteración o contaminación de suelo, agua, atmósfera o ambiente con residuos peligrosos",NO,Sin clasificar,2019-09-10
C-20885,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-03,2017-05-26,00:00:00.0000000,1,,0,C-1473,"Envenenamiento, adulteración o contaminación  culposa de suelo, agua, atmósfera o ambiente con residuos peligrosos",NO,Sin clasificar,2019-09-10
C-20885,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-03,2017-05-26,00:00:00.0000000,1,,0,C-327,Violación de sellos,NO,Sin clasificar,2019-09-10
C-20886,C-99999,PGN,C-259,Procuraduría de Criminalidad Económica y Lavado de Activos - PROCELAC,2018-01-03,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20887,C-7,La Plata,C-236,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-01-03,2018-01-03,02:45:00.0000000,3,,0,C-301,Atentado y resistencia a la autoridad,NO,Sin clasificar,2019-09-10
C-20888,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-03,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20889,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-03,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-20890,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-03,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20891,C-15,San Martín,C-230,Fiscalía Federal Nro. 2 de Morón,2018-01-03,2017-04-26,07:30:00.0000000,3,,0,C-1408,Agravante de delitos de estupefacientes por ser cometidos por tres o más personas,NO,Estupefacientes,2019-09-10
C-20892,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-03,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-20893,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-03,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-20894,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-03,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-20895,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-03,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20896,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-03,2013-09-12,10:00:00.0000000,1,,0,C-2162,Apropiación indebida de recursos de la seguridad social por agente de retención o percepción,NO,Sin clasificar,2019-09-10
C-20897,C-16,Tucumán,C-214,Fiscalía Federal Nro. 1 de Tucumán,2018-01-04,2017-12-29,00:00:00.0000000,-1,,0,C-2130,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de estupefacientes, precursores químicos o materias primas",NO,Estupefacientes,2019-09-10
C-20898,C-15,San Martín,C-226,Fiscalía Federal en lo Criminal y Correccional Nro. 2 de San Martín,2018-01-04,2018-01-03,10:00:00.0000000,4,,0,C-2130,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de estupefacientes, precursores químicos o materias primas",NO,Estupefacientes,2019-09-10
C-20899,C-4,Córdoba,C-169,Fiscalía Federal de Bell Ville,2018-01-04,2017-07-01,00:00:00.0000000,-1,,0,C-2130,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de estupefacientes, precursores químicos o materias primas",NO,Estupefacientes,2019-09-10
C-20900,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-04,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20901,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-04,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-20902,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-04,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20903,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-04,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20904,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-04,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20905,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-04,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20906,C-9,Mendoza,C-184,Fiscalía Federal Nro. 1 de Mendoza,2018-01-04,2017-12-25,11:00:00.0000000,0,,0,C-884,Amenazas,NO,Amenazas,2019-09-10
C-20907,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-04,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-20908,C-12,Rosario,C-203,Fiscalía Federal Nro. 3 de Rosario,2018-01-04,2018-01-03,12:00:00.0000000,1,,0,C-2130,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de estupefacientes, precursores químicos o materias primas",NO,Estupefacientes,2019-09-10
C-20909,C-6,General Roca,C-192,Fiscalía Federal de Viedma,2018-01-04,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20910,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-04,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20911,C-6,General Roca,C-192,Fiscalía Federal de Viedma,2018-01-04,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20912,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-04,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20913,C-99999,PGN,C-261,Procuraduría de Trata y Explotación de Personas - PROTEX,2018-01-04,2017-12-29,20:06:00.0000000,1,,0,C-2084,Trata de personas,NO,Trata de persona,2019-09-10
C-20914,C-6,General Roca,C-192,Fiscalía Federal de Viedma,2018-01-04,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20915,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-04,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20916,C-6,General Roca,C-192,Fiscalía Federal de Viedma,2018-01-04,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20917,C-6,General Roca,C-192,Fiscalía Federal de Viedma,2018-01-04,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20918,C-99999,PGN,C-261,Procuraduría de Trata y Explotación de Personas - PROTEX,2018-01-04,2017-12-27,22:00:00.0000000,1,,0,,,,Sin informar,2019-09-10
C-20919,C-6,General Roca,C-192,Fiscalía Federal de Viedma,2018-01-04,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20920,C-99999,PGN,C-261,Procuraduría de Trata y Explotación de Personas - PROTEX,2018-01-04,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20922,C-12,Rosario,C-206,Fiscalía Federal Nro. 1 de Santa Fe,2018-01-04,2017-12-21,00:00:00.0000000,2,,0,C-2130,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de estupefacientes, precursores químicos o materias primas",NO,Estupefacientes,2019-09-10
C-20923,C-4,Córdoba,C-169,Fiscalía Federal de Bell Ville,2018-01-04,2018-01-02,12:15:00.0000000,-1,,0,C-2130,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de estupefacientes, precursores químicos o materias primas",NO,Estupefacientes,2019-09-10
C-20924,C-99999,PGN,C-261,Procuraduría de Trata y Explotación de Personas - PROTEX,2018-01-04,2018-01-03,00:00:00.0000000,-1,,0,C-2084,Trata de personas,NO,Trata de persona,2019-09-10
C-20925,C-99999,PGN,C-339,Unidad Fiscal Especializada en Ciber-delincuencia - UFECI,2018-01-04,2017-10-30,16:00:00.0000000,-1,,0,C-1935,Acceso indebido a sistema o dato inform tico de acceso restringido,NO,Sin clasificar,2019-09-10
C-20926,C-16,Tucumán,C-214,Fiscalía Federal Nro. 1 de Tucumán,2018-01-04,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20927,C-4,Córdoba,C-164,Fiscalía Federal Nro. 2 de Córdoba,2018-01-04,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20928,C-12,Rosario,C-206,Fiscalía Federal Nro. 1 de Santa Fe,2018-01-04,2018-01-04,00:00:00.0000000,1,,0,C-2130,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de estupefacientes, precursores químicos o materias primas",NO,Estupefacientes,2019-09-10
C-20929,C-15,San Martín,C-230,Fiscalía Federal Nro. 2 de Morón,2018-01-04,2018-01-02,07:30:00.0000000,0,,0,,,,Sin informar,2019-09-10
C-20930,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-04,2017-11-23,10:00:00.0000000,0,,0,C-477,"Severidades, vejaciones o apremios ilegales a presos",NO,Sin clasificar,2019-09-10
C-20931,C-4,Córdoba,C-167,Fiscalía Federal de San Francisco,2018-01-04,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20932,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-04,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-20933,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-04,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-20934,C-15,San Martín,C-230,Fiscalía Federal Nro. 2 de Morón,2018-01-04,2018-01-02,07:30:00.0000000,0,,0,,,,Sin informar,2019-09-10
C-20935,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-04,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-20936,C-8,Mar del Plata,C-220,Fiscalía Federal de Azul,2018-01-04,2017-12-28,00:00:00.0000000,3,,0,C-251,"Envenenamiento o adulteración de aguas potables, sustancias alimenticias o medicinales",NO,Sin clasificar,2019-09-10
C-20937,C-11,Posadas,C-187,Fiscalía Federal de Oberá,2018-01-04,2017-12-30,03:00:00.0000000,0,,0,C-1873,Contrabando,SI,Contrabando,2019-09-10
C-20938,C-4,Córdoba,C-168,Fiscalía Federal de Rio Cuarto,2018-01-04,2016-07-01,12:00:00.0000000,1,,0,C-184,Estafa/Defraudación agravada en perjuicio en la administración pública,NO,Estafa y otras defraudaciones,2019-09-10
C-20940,C-12,Rosario,C-206,Fiscalía Federal Nro. 1 de Santa Fe,2018-01-04,2018-01-04,00:00:00.0000000,-1,,0,C-2130,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de estupefacientes, precursores químicos o materias primas",NO,Estupefacientes,2019-09-10
C-20941,C-4,Córdoba,C-164,Fiscalía Federal Nro. 2 de Córdoba,2018-01-04,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20942,C-4,Córdoba,C-164,Fiscalía Federal Nro. 2 de Córdoba,2018-01-04,2012-11-09,09:00:00.0000000,-1,,0,C-371,"Falsificación, introducción, expendio o puesta en circulación de moneda falsa",NO,Falsificación,2019-09-10
C-20943,C-8,Mar del Plata,C-218,Fiscalía Federal de Dolores,2018-01-04,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20944,C-16,Tucumán,C-214,Fiscalía Federal Nro. 1 de Tucumán,2018-01-04,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20945,C-4,Córdoba,C-164,Fiscalía Federal Nro. 2 de Córdoba,2018-01-04,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20946,C-16,Tucumán,C-214,Fiscalía Federal Nro. 1 de Tucumán,2018-01-04,2018-01-04,11:00:00.0000000,-1,,0,C-2130,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de estupefacientes, precursores químicos o materias primas",NO,Estupefacientes,2019-09-10
C-20947,C-7,La Plata,C-233,Fiscalía Federal Nro. 3 de La Plata,2018-01-04,2018-01-04,12:00:00.0000000,-1,,0,C-2090,Trata de personas agravada por el vínculo,NO,Trata de persona,2019-09-10
C-20949,C-4,Córdoba,C-164,Fiscalía Federal Nro. 2 de Córdoba,2018-01-04,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20952,C-4,Córdoba,C-164,Fiscalía Federal Nro. 2 de Córdoba,2018-01-04,2017-12-25,07:05:00.0000000,-1,,0,,,,Sin informar,2019-09-10
C-20953,C-15,San Martín,C-348,Fiscalía Federal de Hurlingham,2018-01-04,2018-01-03,10:00:00.0000000,2,,0,,,,Sin informar,2019-09-10
C-20954,C-4,Córdoba,C-164,Fiscalía Federal Nro. 2 de Córdoba,2018-01-04,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20955,C-4,Córdoba,C-164,Fiscalía Federal Nro. 2 de Córdoba,2018-01-04,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20956,C-4,Córdoba,C-164,Fiscalía Federal Nro. 2 de Córdoba,2018-01-04,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20957,C-4,Córdoba,C-164,Fiscalía Federal Nro. 2 de Córdoba,2018-01-04,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20958,C-16,Tucumán,C-214,Fiscalía Federal Nro. 1 de Tucumán,2018-01-04,2017-12-15,00:00:00.0000000,-1,,0,C-2130,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de estupefacientes, precursores químicos o materias primas",NO,Estupefacientes,2019-09-10
C-20959,C-7,La Plata,C-238,Fiscalía Federal de Quilmes,2018-01-04,2018-01-04,12:12:00.0000000,1,,0,C-327,Violación de sellos,NO,Sin clasificar,2019-09-10
C-20960,C-7,La Plata,C-236,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-01-04,2017-01-01,00:00:00.0000000,0,,0,C-1668,Promoción o facilitación de la corrupción agravado por la fuerza o por el vínculo,NO,Sin clasificar,2019-09-10
C-20961,C-7,La Plata,C-238,Fiscalía Federal de Quilmes,2018-01-04,2018-01-04,12:12:00.0000000,1,,0,C-2052,Apropiación indebida de recursos de la seguridad social,NO,Sin clasificar,2019-09-10
C-20962,C-16,Tucumán,C-214,Fiscalía Federal Nro. 1 de Tucumán,2018-01-04,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20963,C-9,Mendoza,C-185,Fiscalía Federal de San Rafael,2018-01-04,2017-05-25,12:00:00.0000000,-1,,0,,,,Sin informar,2019-09-10
C-20964,C-7,La Plata,C-238,Fiscalía Federal de Quilmes,2018-01-04,2018-01-04,12:12:00.0000000,1,,0,C-327,Violación de sellos,NO,Sin clasificar,2019-09-10
C-20965,C-7,La Plata,C-238,Fiscalía Federal de Quilmes,2018-01-04,2018-01-04,12:12:00.0000000,1,,0,C-1615,Evasión,NO,Evasión,2019-09-10
C-20966,C-16,Tucumán,C-214,Fiscalía Federal Nro. 1 de Tucumán,2018-01-04,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20967,C-7,La Plata,C-238,Fiscalía Federal de Quilmes,2018-01-04,2018-01-04,12:12:00.0000000,2,,0,C-2041,Evasión,NO,Evasión,2019-09-10
C-20968,C-7,La Plata,C-238,Fiscalía Federal de Quilmes,2018-01-04,2018-01-04,12:12:00.0000000,0,,0,C-2041,Evasión,NO,Evasión,2019-09-10
C-20969,C-7,La Plata,C-238,Fiscalía Federal de Quilmes,2018-01-04,2018-01-04,12:12:00.0000000,0,,0,C-2092,Trata de personas agravada por la consumación de explotación de la víctima,NO,Trata de persona,2019-09-10
C-20970,C-7,La Plata,C-238,Fiscalía Federal de Quilmes,2018-01-04,2018-01-04,12:12:00.0000000,-1,,0,C-387,Falsificación o adulteración de instrumentos públicos o privados,NO,Falsificación,2019-09-10
C-20971,C-5,Corrientes,C-172,Fiscalía Federal de Paso de los Libres,2018-01-04,2017-12-28,18:47:00.0000000,-1,,0,,,,Sin informar,2019-09-10
C-20972,C-7,La Plata,C-236,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-01-04,2017-05-01,00:00:00.0000000,0,,0,C-2092,Trata de personas agravada por la consumación de explotación de la víctima,NO,Trata de persona,2019-09-10
C-20973,C-7,La Plata,C-238,Fiscalía Federal de Quilmes,2018-01-04,2018-01-04,12:12:00.0000000,0,,0,C-1936,Acceso indebido a sistema o dato inform tico de acceso restringido: organismo público estatal o proveedor de servicios públicos o servicios financieros,NO,Sin clasificar,2019-09-10
C-20975,C-7,La Plata,C-238,Fiscalía Federal de Quilmes,2018-01-04,2018-01-04,12:12:00.0000000,1,,0,C-907,Falsificación o adulteración de documentos: identidad personal o titularidad dominial o habilitación vehicular,NO,Falsificación,2019-09-10
C-20977,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-04,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-20978,C-8,Mar del Plata,C-216,Fiscalía Federal Nro. 1 de Mar del Plata,2018-01-04,2017-06-01,00:00:00.0000000,-1,,0,,,,Sin informar,2019-09-10
C-20979,C-15,San Martín,C-230,Fiscalía Federal Nro. 2 de Morón,2018-01-04,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-20980,C-99999,PGN,C-261,Procuraduría de Trata y Explotación de Personas - PROTEX,2018-01-04,2018-01-03,13:58:00.0000000,1,,0,C-2084,Trata de personas,NO,Trata de persona,2019-09-10
C-20981,C-3,Comodoro Rivadavia,C-202,Fiscalía Federal de Caleta Olivia,2018-01-04,2018-01-04,00:00:00.0000000,0,,0,C-860,Entorpecimiento de circulación de transportes,SI,Sin clasificar,2019-09-10
C-20982,C-16,Tucumán,C-214,Fiscalía Federal Nro. 1 de Tucumán,2018-01-05,2017-12-15,00:00:00.0000000,-1,,0,C-2130,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de estupefacientes, precursores químicos o materias primas",NO,Estupefacientes,2019-09-10
C-20984,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-20985,C-7,La Plata,C-236,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-01-05,2018-01-02,10:00:00.0000000,0,,0,C-1536,"Omisión, rechazo o retardo de actos de oficio",NO,Sin clasificar,2019-09-10
C-20986,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-20987,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-20988,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-20989,C-99999,PGN,C-327,Unidad Fiscal especializada en la Investigación de Ilícitos relacionados con armas de fuego  explosivos y demás materiales controlados - UFIARM,2018-01-05,2018-01-05,07:40:00.0000000,1,,0,,,,Sin informar,2019-09-10
C-20990,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-20991,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-20992,C-8,Mar del Plata,C-216,Fiscalía Federal Nro. 1 de Mar del Plata,2018-01-05,2017-12-13,05:00:00.0000000,0,,0,C-205,Daño doloso,NO,Daños,2019-09-10
C-20993,C-12,Rosario,C-204,Fiscalía Federal Nro. 2 de Santa Fe,2018-01-05,2017-09-12,17:00:00.0000000,-1,,0,,,,Sin informar,2019-09-10
C-20994,C-6,General Roca,C-192,Fiscalía Federal de Viedma,2018-01-05,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20995,C-6,General Roca,C-192,Fiscalía Federal de Viedma,2018-01-05,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20996,C-6,General Roca,C-192,Fiscalía Federal de Viedma,2018-01-05,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-20997,C-8,Mar del Plata,C-218,Fiscalía Federal de Dolores,2018-01-05,2018-01-04,00:00:00.0000000,1,,0,C-2130,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de estupefacientes, precursores químicos o materias primas",NO,Estupefacientes,2019-09-10
C-20998,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-20999,C-11,Posadas,C-186,Fiscalía Federal en lo Criminal y Correccional Nro. 1 de Posadas,2018-01-05,2017-12-26,00:00:00.0000000,1,,0,C-1586,Usurpación,NO,Sin clasificar,2019-09-10
C-21000,C-15,San Martín,C-348,Fiscalía Federal de Hurlingham,2018-01-05,2017-12-28,10:00:00.0000000,1,,0,C-850,Estafa o defraudación por administración infiel o fraudulenta,NO,Estafa y otras defraudaciones,2019-09-10
C-21001,C-8,Mar del Plata,C-218,Fiscalía Federal de Dolores,2018-01-05,2018-01-04,07:30:00.0000000,-1,,0,,,,Sin informar,2019-09-10
C-21002,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
C-21003,C-7,La Plata,C-338,Fiscalía Federal de Pehuajó,2018-01-05,1998-11-03,07:00:00.0000000,1,,0,C-907,Falsificación o adulteración de documentos: identidad personal o titularidad dominial o habilitación vehicular,NO,Falsificación,2019-09-10
C-21004,C-11,Posadas,C-12,Fiscalía Federal en lo Civil y Comercial Nro. 2 de Posadas,2018-01-05,2018-04-05,10:00:00.0000000,-1,,0,,,,Sin informar,2019-09-10
C-21005,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21006,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21007,C-15,San Martín,C-348,Fiscalía Federal de Hurlingham,2018-01-05,2017-12-29,10:00:00.0000000,0,,0,,,,Sin informar,2019-09-10
C-21009,C-4,Córdoba,C-164,Fiscalía Federal Nro. 2 de Córdoba,2018-01-05,2018-01-05,00:00:00.0000000,0,,0,,,,Sin informar,2019-09-10
C-21010,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21011,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21012,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21013,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21014,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21015,C-4,Córdoba,C-164,Fiscalía Federal Nro. 2 de Córdoba,2018-01-05,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21016,C-6,General Roca,C-189,Fiscalía Federal Nro. 2 de Neuquén,2018-01-05,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21018,C-7,La Plata,C-236,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-01-05,2018-01-03,00:00:00.0000000,0,,0,C-900,Asociación ilícita,NO,Asociación ilícita,2019-09-10
C-21019,C-7,La Plata,C-234,Fiscalía Federal Nro. 2 de Lomas de Zamora,2018-01-05,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21020,C-7,La Plata,C-236,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-01-05,2018-01-02,00:00:00.0000000,-1,,0,,,,Sin informar,2019-09-10
C-21021,C-3,Comodoro Rivadavia,C-201,Fiscalía Federal de Río Gallegos,2018-01-05,2017-12-14,12:30:00.0000000,2,,0,C-1467,Tenencia simple de estupefacientes,NO,Estupefacientes,2019-09-10
C-21022,C-7,La Plata,C-236,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-01-05,2017-12-30,00:00:00.0000000,-1,,0,,,,Sin informar,2019-09-10
C-21024,C-99999,PGN,C-262,Unidad Fiscal Especializada de Violencia contra las Mujeres - UFEM,2018-01-05,s/d,s/d,-1,,0,,,,Sin informar,2019-09-10
C-21025,C-7,La Plata,C-236,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-01-05,2018-01-02,00:00:00.0000000,-1,,0,,,,Sin informar,2019-09-10
C-21026,C-7,La Plata,C-236,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-01-05,2018-01-02,00:00:00.0000000,-1,,0,,,,Sin informar,2019-09-10
C-21027,C-3,Comodoro Rivadavia,C-201,Fiscalía Federal de Río Gallegos,2018-01-05,2017-12-15,03:00:00.0000000,1,,0,C-2131,"Comercio o tenencia con fines de comercialización, distribución, dación en pago, almacenamiento o transporte de plantas o semillas utilizables para producir estupefacientes",NO,Estupefacientes,2019-09-10
C-21028,C-7,La Plata,C-236,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-01-05,2018-01-04,00:00:00.0000000,0,,0,C-884,Amenazas,NO,Amenazas,2019-09-10
C-21029,C-7,La Plata,C-236,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-01-05,2018-01-03,00:00:00.0000000,0,,0,C-1987,Injuria,NO,Sin clasificar,2019-09-10
C-21030,C-7,La Plata,C-236,Fiscalía Federal Nro. 1 de Lomas de Zamora,2018-01-05,s/d,s/d,0,,0,,,,Sin informar,2019-09-10
